2022-03-24 14:27:19,252 - lan_type=33        |keyword=russia              |tweet_count=46        |
2022-03-24 14:27:19,404 - lan_type=19        |keyword=russia              |tweet_count=46        |
2022-03-24 14:27:19,411 - lan_type=16        |keyword=russia              |tweet_count=47        |
2022-03-24 14:27:19,479 - lan_type=23        |keyword=russia              |tweet_count=35        |
2022-03-24 14:27:19,638 - lan_type=18        |keyword=russia              |tweet_count=46        |
2022-03-24 14:27:19,846 - lan_type=41        |keyword=russia              |tweet_count=45        |
2022-03-24 14:27:20,053 - lan_type=33        |keyword=russia              |tweet_count=47        |
2022-03-24 14:27:20,191 - lan_type=19        |keyword=russia              |tweet_count=47        |
2022-03-24 14:27:20,209 - lan_type=16        |keyword=russia              |tweet_count=48        |
2022-03-24 14:27:20,239 - lan_type=23        |keyword=russia              |tweet_count=35        |
2022-03-24 14:27:20,430 - lan_type=18        |keyword=russia              |tweet_count=47        |
2022-03-24 14:27:20,590 - lan_type=41        |keyword=russia              |tweet_count=45        |
2022-03-24 14:40:28,307 - lan_type=7         |keyword=russia              |tweet_count=20        |
2022-03-24 14:40:28,363 - lan_type=5         |keyword=russia              |tweet_count=20        |
2022-03-24 14:40:28,801 - lan_type=11        |keyword=russia              |tweet_count=20        |
2022-03-24 14:40:28,843 - lan_type=10        |keyword=russia              |tweet_count=20        |
2022-03-24 14:40:28,881 - lan_type=17        |keyword=russia              |tweet_count=20        |
2022-03-24 14:40:28,931 - lan_type=1         |keyword=russia              |tweet_count=20        |
2022-03-24 14:40:29,123 - lan_type=16        |keyword=russia              |tweet_count=20        |
2022-03-24 14:40:29,149 - lan_type=7         |keyword=russia              |tweet_count=21        |
2022-03-24 14:40:29,204 - lan_type=5         |keyword=russia              |tweet_count=21        |
2022-03-24 14:40:29,345 - lan_type=0         |keyword=russia              |tweet_count=20        |
2022-03-24 14:40:29,471 - lan_type=46        |keyword=russia              |tweet_count=20        |
2022-03-24 14:40:29,471 - lan_type=42        |keyword=russia              |tweet_count=20        |
2022-03-24 14:40:29,506 - lan_type=35        |keyword=russia              |tweet_count=20        |
2022-03-24 14:40:29,518 - lan_type=3         |keyword=russia              |tweet_count=20        |
2022-03-24 14:40:29,534 - lan_type=6         |keyword=russia              |tweet_count=20        |
2022-03-24 14:40:29,544 - lan_type=26        |keyword=russia              |tweet_count=20        |
2022-03-24 14:40:29,548 - lan_type=39        |keyword=russia              |tweet_count=20        |
2022-03-24 14:40:29,568 - lan_type=38        |keyword=russia              |tweet_count=20        |
2022-03-24 14:40:29,571 - lan_type=33        |keyword=russia              |tweet_count=20        |
2022-03-24 14:40:29,583 - lan_type=22        |keyword=russia              |tweet_count=20        |
2022-03-24 14:40:29,594 - lan_type=37        |keyword=russia              |tweet_count=20        |
2022-03-24 14:40:29,607 - lan_type=4         |keyword=russia              |tweet_count=20        |
2022-03-24 14:40:29,622 - lan_type=21        |keyword=russia              |tweet_count=20        |
2022-03-24 14:40:29,631 - lan_type=14        |keyword=russia              |tweet_count=20        |
2022-03-24 14:40:29,642 - lan_type=20        |keyword=russia              |tweet_count=20        |
2022-03-24 14:40:29,648 - lan_type=34        |keyword=russia              |tweet_count=20        |
2022-03-24 14:40:29,661 - lan_type=24        |keyword=russia              |tweet_count=20        |
2022-03-24 14:40:29,671 - lan_type=8         |keyword=russia              |tweet_count=20        |
2022-03-24 14:40:29,688 - lan_type=29        |keyword=russia              |tweet_count=20        |
2022-03-24 14:40:29,700 - lan_type=19        |keyword=russia              |tweet_count=20        |
2022-03-24 14:40:29,714 - lan_type=12        |keyword=russia              |tweet_count=20        |
2022-03-24 14:40:29,725 - lan_type=9         |keyword=russia              |tweet_count=20        |
2022-03-24 14:40:29,727 - lan_type=27        |keyword=russia              |tweet_count=20        |
2022-03-24 14:40:29,754 - lan_type=40        |keyword=russia              |tweet_count=20        |
2022-03-24 14:40:29,793 - lan_type=47        |keyword=russia              |tweet_count=20        |
2022-03-24 14:40:29,806 - lan_type=18        |keyword=russia              |tweet_count=20        |
2022-03-24 14:40:29,813 - lan_type=31        |keyword=russia              |tweet_count=20        |
2022-03-24 14:40:29,818 - lan_type=10        |keyword=russia              |tweet_count=23        |
2022-03-24 14:40:29,859 - lan_type=1         |keyword=russia              |tweet_count=23        |
2022-03-24 14:40:29,871 - lan_type=17        |keyword=russia              |tweet_count=23        |
2022-03-24 14:40:29,928 - lan_type=36        |keyword=russia              |tweet_count=20        |
2022-03-24 14:40:29,970 - lan_type=41        |keyword=russia              |tweet_count=20        |
2022-03-24 14:40:29,973 - lan_type=13        |keyword=russia              |tweet_count=20        |
2022-03-24 14:40:30,042 - lan_type=16        |keyword=russia              |tweet_count=23        |
2022-03-24 14:40:30,076 - lan_type=7         |keyword=russia              |tweet_count=22        |
2022-03-24 14:40:30,085 - lan_type=5         |keyword=russia              |tweet_count=22        |
2022-03-24 14:40:30,221 - lan_type=0         |keyword=russia              |tweet_count=23        |
2022-03-24 14:40:30,270 - lan_type=46        |keyword=russia              |tweet_count=23        |
2022-03-24 14:40:30,279 - lan_type=42        |keyword=russia              |tweet_count=22        |
2022-03-24 14:40:30,282 - lan_type=35        |keyword=russia              |tweet_count=23        |
2022-03-24 14:40:30,302 - lan_type=23        |keyword=russia              |tweet_count=20        |
2022-03-24 14:40:30,303 - lan_type=3         |keyword=russia              |tweet_count=22        |
2022-03-24 14:40:30,335 - lan_type=38        |keyword=russia              |tweet_count=22        |
2022-03-24 14:40:30,341 - lan_type=6         |keyword=russia              |tweet_count=22        |
2022-03-24 14:40:30,341 - lan_type=26        |keyword=russia              |tweet_count=22        |
2022-03-24 14:40:30,364 - lan_type=37        |keyword=russia              |tweet_count=22        |
2022-03-24 14:40:30,381 - lan_type=39        |keyword=russia              |tweet_count=22        |
2022-03-24 14:40:30,394 - lan_type=33        |keyword=russia              |tweet_count=22        |
2022-03-24 14:40:30,394 - lan_type=15        |keyword=russia              |change Cookie&Authorization| error=HTTPSConnectionPool(host='twitter.com', port=443): Read timed out. (read timeout=2)|
2022-03-24 14:40:30,398 - lan_type=22        |keyword=russia              |tweet_count=22        |
2022-03-24 14:40:30,405 - lan_type=21        |keyword=russia              |tweet_count=22        |
2022-03-24 14:40:30,415 - lan_type=4         |keyword=russia              |tweet_count=22        |
2022-03-24 14:40:30,417 - lan_type=34        |keyword=russia              |tweet_count=22        |
2022-03-24 14:40:30,428 - lan_type=20        |keyword=russia              |tweet_count=22        |
2022-03-24 14:40:30,446 - lan_type=14        |keyword=russia              |tweet_count=22        |
2022-03-24 14:40:30,455 - lan_type=24        |keyword=russia              |tweet_count=22        |
2022-03-24 14:40:30,477 - lan_type=29        |keyword=russia              |tweet_count=22        |
2022-03-24 14:40:30,477 - lan_type=12        |keyword=russia              |tweet_count=22        |
2022-03-24 14:40:30,491 - lan_type=8         |keyword=russia              |tweet_count=22        |
2022-03-24 14:40:30,509 - lan_type=19        |keyword=russia              |tweet_count=22        |
2022-03-24 14:40:30,529 - lan_type=27        |keyword=russia              |tweet_count=22        |
2022-03-24 14:40:30,532 - lan_type=32        |keyword=russia              |change Cookie&Authorization| error=HTTPSConnectionPool(host='twitter.com', port=443): Read timed out. (read timeout=2)|
2022-03-24 14:40:30,533 - lan_type=9         |keyword=russia              |tweet_count=22        |
2022-03-24 14:40:30,553 - lan_type=11        |keyword=russia              |tweet_count=22        |
2022-03-24 14:40:30,570 - lan_type=25        |keyword=russia              |change Cookie&Authorization| error=HTTPSConnectionPool(host='twitter.com', port=443): Read timed out. (read timeout=2)|
2022-03-24 14:40:30,575 - lan_type=2         |keyword=russia              |tweet_count=20        |
2022-03-24 14:40:30,579 - lan_type=10        |keyword=russia              |tweet_count=23        |
2022-03-24 14:40:30,581 - lan_type=30        |keyword=russia              |tweet_count=20        |
2022-03-24 14:40:30,584 - lan_type=1         |keyword=russia              |tweet_count=23        |
2022-03-24 14:40:30,593 - lan_type=40        |keyword=russia              |tweet_count=22        |
2022-03-24 14:40:30,596 - lan_type=28        |keyword=russia              |change Cookie&Authorization| error=HTTPSConnectionPool(host='twitter.com', port=443): Read timed out. (read timeout=2)|
2022-03-24 14:40:30,597 - lan_type=47        |keyword=russia              |tweet_count=22        |
2022-03-24 14:40:30,607 - lan_type=18        |keyword=russia              |tweet_count=22        |
2022-03-24 14:40:30,611 - lan_type=31        |keyword=russia              |tweet_count=22        |
2022-03-24 14:40:30,620 - lan_type=17        |keyword=russia              |tweet_count=23        |
2022-03-24 14:40:30,691 - lan_type=45        |keyword=russia              |tweet_count=20        |
2022-03-24 14:40:30,710 - lan_type=36        |keyword=russia              |tweet_count=22        |
2022-03-24 14:40:30,751 - lan_type=41        |keyword=russia              |tweet_count=22        |
2022-03-24 14:40:30,789 - lan_type=13        |keyword=russia              |tweet_count=22        |
2022-03-24 14:40:30,805 - lan_type=43        |keyword=russia              |tweet_count=20        |
2022-03-24 14:40:30,809 - lan_type=44        |keyword=russia              |tweet_count=20        |
2022-03-24 14:40:30,835 - lan_type=16        |keyword=russia              |tweet_count=24        |
2022-03-24 14:40:30,894 - lan_type=5         |keyword=russia              |tweet_count=23        |
2022-03-24 14:40:30,998 - lan_type=0         |keyword=russia              |tweet_count=24        |
2022-03-24 14:40:31,014 - lan_type=46        |keyword=russia              |tweet_count=24        |
2022-03-24 14:40:31,070 - lan_type=35        |keyword=russia              |tweet_count=24        |
2022-03-24 14:40:31,074 - lan_type=42        |keyword=russia              |tweet_count=23        |
2022-03-24 14:40:31,105 - lan_type=3         |keyword=russia              |tweet_count=23        |
2022-03-24 14:40:31,111 - lan_type=23        |keyword=russia              |tweet_count=21        |
2022-03-24 14:40:31,128 - lan_type=6         |keyword=russia              |tweet_count=23        |
2022-03-24 14:40:31,128 - lan_type=37        |keyword=russia              |tweet_count=23        |
2022-03-24 14:40:31,131 - lan_type=38        |keyword=russia              |tweet_count=23        |
2022-03-24 14:40:31,132 - lan_type=26        |keyword=russia              |tweet_count=23        |
2022-03-24 14:40:31,182 - lan_type=21        |keyword=russia              |tweet_count=23        |
2022-03-24 14:40:31,189 - lan_type=34        |keyword=russia              |tweet_count=23        |
2022-03-24 14:40:31,192 - lan_type=20        |keyword=russia              |tweet_count=23        |
2022-03-24 14:40:31,192 - lan_type=22        |keyword=russia              |tweet_count=23        |
2022-03-24 14:40:31,197 - lan_type=39        |keyword=russia              |tweet_count=23        |
2022-03-24 14:40:31,202 - lan_type=33        |keyword=russia              |tweet_count=23        |
2022-03-24 14:40:31,210 - lan_type=4         |keyword=russia              |tweet_count=23        |
2022-03-24 14:40:31,246 - lan_type=24        |keyword=russia              |tweet_count=23        |
2022-03-24 14:40:31,253 - lan_type=12        |keyword=russia              |tweet_count=23        |
2022-03-24 14:40:31,278 - lan_type=29        |keyword=russia              |tweet_count=23        |
2022-03-24 14:40:31,284 - lan_type=8         |keyword=russia              |tweet_count=23        |
2022-03-24 14:40:31,294 - lan_type=19        |keyword=russia              |tweet_count=23        |
2022-03-24 14:40:31,296 - lan_type=9         |keyword=russia              |tweet_count=23        |
2022-03-24 14:40:31,302 - lan_type=1         |keyword=russia              |tweet_count=23        |
2022-03-24 14:40:31,325 - lan_type=27        |keyword=russia              |tweet_count=23        |
2022-03-24 14:40:31,361 - lan_type=11        |keyword=russia              |tweet_count=24        |
2022-03-24 14:40:31,365 - lan_type=10        |keyword=russia              |tweet_count=25        |
2022-03-24 14:40:31,367 - lan_type=17        |keyword=russia              |tweet_count=23        |
2022-03-24 14:40:31,369 - lan_type=40        |keyword=russia              |tweet_count=23        |
2022-03-24 14:40:31,373 - lan_type=14        |keyword=russia              |tweet_count=23        |
2022-03-24 14:40:31,376 - lan_type=47        |keyword=russia              |tweet_count=23        |
2022-03-24 14:40:31,402 - lan_type=2         |keyword=russia              |tweet_count=22        |
2022-03-24 14:40:31,408 - lan_type=18        |keyword=russia              |tweet_count=23        |
2022-03-24 14:40:31,410 - lan_type=30        |keyword=russia              |tweet_count=24        |
2022-03-24 14:40:31,416 - lan_type=31        |keyword=russia              |tweet_count=24        |
2022-03-24 14:40:31,452 - lan_type=45        |keyword=russia              |tweet_count=22        |
2022-03-24 14:40:31,472 - lan_type=36        |keyword=russia              |tweet_count=23        |
2022-03-24 14:40:31,534 - lan_type=41        |keyword=russia              |tweet_count=24        |
2022-03-24 14:40:31,586 - lan_type=16        |keyword=russia              |tweet_count=25        |
2022-03-24 14:40:31,596 - lan_type=13        |keyword=russia              |tweet_count=24        |
2022-03-24 14:40:31,617 - lan_type=43        |keyword=russia              |tweet_count=24        |
2022-03-24 14:40:31,641 - lan_type=44        |keyword=russia              |tweet_count=24        |
2022-03-24 14:40:31,808 - lan_type=46        |keyword=russia              |tweet_count=25        |
2022-03-24 14:40:31,886 - lan_type=23        |keyword=russia              |tweet_count=23        |
2022-03-24 14:40:31,891 - lan_type=35        |keyword=russia              |tweet_count=25        |
2022-03-24 14:40:31,896 - lan_type=37        |keyword=russia              |tweet_count=25        |
2022-03-24 14:40:31,897 - lan_type=38        |keyword=russia              |tweet_count=24        |
2022-03-24 14:40:31,903 - lan_type=6         |keyword=russia              |tweet_count=25        |
2022-03-24 14:40:31,907 - lan_type=42        |keyword=russia              |tweet_count=25        |
2022-03-24 14:40:31,930 - lan_type=26        |keyword=russia              |tweet_count=25        |
2022-03-24 14:40:31,931 - lan_type=3         |keyword=russia              |tweet_count=25        |
2022-03-24 14:40:31,973 - lan_type=34        |keyword=russia              |tweet_count=25        |
2022-03-24 14:40:31,992 - lan_type=4         |keyword=russia              |tweet_count=25        |
2022-03-24 14:40:31,992 - lan_type=22        |keyword=russia              |tweet_count=25        |
2022-03-24 14:40:31,999 - lan_type=21        |keyword=russia              |tweet_count=25        |
2022-03-24 14:40:32,018 - lan_type=39        |keyword=russia              |tweet_count=25        |
2022-03-24 14:40:32,018 - lan_type=33        |keyword=russia              |tweet_count=25        |
2022-03-24 14:40:32,044 - lan_type=29        |keyword=russia              |tweet_count=25        |
2022-03-24 14:40:32,046 - lan_type=1         |keyword=russia              |tweet_count=23        |
2022-03-24 14:40:32,047 - lan_type=12        |keyword=russia              |tweet_count=25        |
2022-03-24 14:40:32,069 - lan_type=24        |keyword=russia              |tweet_count=25        |
2022-03-24 14:40:32,080 - lan_type=9         |keyword=russia              |tweet_count=25        |
2022-03-24 14:40:32,081 - lan_type=11        |keyword=russia              |tweet_count=24        |
2022-03-24 14:40:32,094 - lan_type=19        |keyword=russia              |tweet_count=25        |
2022-03-24 14:40:32,097 - lan_type=8         |keyword=russia              |tweet_count=25        |
2022-03-24 14:40:32,137 - lan_type=17        |keyword=russia              |tweet_count=26        |
2022-03-24 14:40:32,149 - lan_type=27        |keyword=russia              |tweet_count=25        |
2022-03-24 14:40:32,153 - lan_type=14        |keyword=russia              |tweet_count=25        |
2022-03-24 14:40:32,153 - lan_type=5         |keyword=russia              |tweet_count=25        |
2022-03-24 14:40:32,157 - lan_type=2         |keyword=russia              |tweet_count=23        |
2022-03-24 14:40:32,164 - lan_type=18        |keyword=russia              |tweet_count=24        |
2022-03-24 14:40:32,166 - lan_type=47        |keyword=russia              |tweet_count=24        |
2022-03-24 14:40:32,175 - lan_type=40        |keyword=russia              |tweet_count=25        |
2022-03-24 14:40:32,178 - lan_type=31        |keyword=russia              |tweet_count=25        |
2022-03-24 14:40:32,197 - lan_type=10        |keyword=russia              |tweet_count=25        |
2022-03-24 14:40:32,206 - lan_type=20        |keyword=russia              |tweet_count=25        |
2022-03-24 14:40:32,208 - lan_type=30        |keyword=russia              |tweet_count=26        |
2022-03-24 14:40:32,234 - lan_type=45        |keyword=russia              |tweet_count=23        |
2022-03-24 14:40:32,266 - lan_type=36        |keyword=russia              |tweet_count=24        |
2022-03-24 14:40:32,337 - lan_type=41        |keyword=russia              |tweet_count=26        |
2022-03-24 14:40:32,369 - lan_type=16        |keyword=russia              |tweet_count=27        |
2022-03-24 14:40:32,395 - lan_type=13        |keyword=russia              |tweet_count=26        |
2022-03-24 14:40:32,401 - lan_type=43        |keyword=russia              |tweet_count=26        |
2022-03-24 14:40:32,409 - lan_type=44        |keyword=russia              |tweet_count=26        |
2022-03-24 14:40:32,620 - lan_type=46        |keyword=russia              |tweet_count=29        |
2022-03-24 14:40:32,664 - lan_type=0         |keyword=russia              |tweet_count=25        |
2022-03-24 14:40:32,692 - lan_type=23        |keyword=russia              |tweet_count=27        |
2022-03-24 14:40:32,708 - lan_type=42        |keyword=russia              |tweet_count=29        |
2022-03-24 14:40:32,712 - lan_type=35        |keyword=russia              |tweet_count=29        |
2022-03-24 14:40:32,717 - lan_type=37        |keyword=russia              |tweet_count=29        |
2022-03-24 14:40:32,725 - lan_type=6         |keyword=russia              |tweet_count=29        |
2022-03-24 14:40:32,729 - lan_type=38        |keyword=russia              |tweet_count=28        |
2022-03-24 14:40:32,751 - lan_type=3         |keyword=russia              |tweet_count=29        |
2022-03-24 14:40:32,776 - lan_type=26        |keyword=russia              |tweet_count=29        |
2022-03-24 14:40:32,793 - lan_type=39        |keyword=russia              |tweet_count=29        |
2022-03-24 14:40:32,803 - lan_type=21        |keyword=russia              |tweet_count=29        |
2022-03-24 14:40:32,806 - lan_type=22        |keyword=russia              |tweet_count=29        |
2022-03-24 14:40:32,812 - lan_type=34        |keyword=russia              |tweet_count=29        |
2022-03-24 14:40:32,825 - lan_type=4         |keyword=russia              |tweet_count=29        |
2022-03-24 14:40:32,850 - lan_type=33        |keyword=russia              |tweet_count=29        |
2022-03-24 14:40:32,878 - lan_type=12        |keyword=russia              |tweet_count=29        |
2022-03-24 14:40:32,882 - lan_type=9         |keyword=russia              |tweet_count=29        |
2022-03-24 14:40:32,896 - lan_type=24        |keyword=russia              |tweet_count=29        |
2022-03-24 14:40:32,909 - lan_type=8         |keyword=russia              |tweet_count=29        |
2022-03-24 14:40:32,914 - lan_type=19        |keyword=russia              |tweet_count=29        |
2022-03-24 14:40:32,925 - lan_type=1         |keyword=russia              |tweet_count=30        |
2022-03-24 14:40:32,926 - lan_type=17        |keyword=russia              |tweet_count=30        |
2022-03-24 14:40:32,948 - lan_type=5         |keyword=russia              |tweet_count=29        |
2022-03-24 14:40:32,952 - lan_type=47        |keyword=russia              |tweet_count=28        |
2022-03-24 14:40:32,956 - lan_type=14        |keyword=russia              |tweet_count=29        |
2022-03-24 14:40:32,960 - lan_type=10        |keyword=russia              |tweet_count=25        |
2022-03-24 14:40:32,963 - lan_type=18        |keyword=russia              |tweet_count=28        |
2022-03-24 14:40:32,967 - lan_type=2         |keyword=russia              |tweet_count=25        |
2022-03-24 14:40:32,973 - lan_type=31        |keyword=russia              |tweet_count=27        |
2022-03-24 14:40:32,980 - lan_type=27        |keyword=russia              |tweet_count=29        |
2022-03-24 14:40:32,987 - lan_type=40        |keyword=russia              |tweet_count=29        |
2022-03-24 14:40:33,000 - lan_type=45        |keyword=russia              |tweet_count=24        |
2022-03-24 14:40:33,046 - lan_type=20        |keyword=russia              |tweet_count=29        |
2022-03-24 14:40:33,053 - lan_type=36        |keyword=russia              |tweet_count=28        |
2022-03-24 14:40:33,059 - lan_type=30        |keyword=russia              |tweet_count=28        |
2022-03-24 14:40:33,100 - lan_type=41        |keyword=russia              |tweet_count=28        |
2022-03-24 14:40:33,135 - lan_type=16        |keyword=russia              |tweet_count=29        |
